occurrence_no,collection_no,class,order,family,genus,accepted_name,accepted_rank,coarse_assignment,pres_mode,taxon_environment,early_interval,late_interval,stage_assignment,substage_assignment,citation,ref_author,ref_pubyr,lng,lat,paleolng,paleolat,formation,stratgroup,member,state,cc,abund_value,abund_unit,enterer,Longitude,Latitude
920920,98604,Osteichthyes,Cotylosauria,,Cynognathus,Cynognathus crateronotus,species,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Bonaparte,1969,-68.639999,-34.880001,-26.98,-41.08,Rio Seco de la Quebrada,Puesto Viejo,,Mendoza,AR,1,individuals,R. Butler,NA,NA
1302507,98604,Osteichthyes,Cotylosauria,Shansiodontidae,Vinceria,Vinceria vieja,species,Synapsida,body,terrestrial,Carnian,,Carnian,Julian,,Domnanovich and Marsicano,2012,-68.639999,-34.880001,-26.98,-41.08,Rio Seco de la Quebrada,Puesto Viejo,,Mendoza,AR,1,individuals,R. Butler,NA,NA
891053,98605,Reptilia,Eosuchia,Parasuchidae,Parasuchus,Paleorhinus sawini,species,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Long and Murry,1995,-101.43,32.82,-31.06,7.15,Colorado City,Dockum,,Texas,US,1,individuals,R. Butler,NA,NA
1081003,98605,Reptilia,Eosuchia,,Trilophosaurus,Trilophosaurus,genus,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Long and Murry,1995,-101.43,32.82,-31.06,7.15,Colorado City,Dockum,,Texas,US,4,specimens,R. Butler,NA,NA
1081004,98605,Reptilia,Eosuchia,Stagonolepididae,Longosuchus,Longosuchus,genus,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Long and Murry,1995,-101.43,32.82,-31.06,7.15,Colorado City,Dockum,,Texas,US,1,specimens,R. Butler,NA,NA
1081005,98605,Reptilia,Eosuchia,,,Aetosauria,unranked clade,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Long and Murry,1995,-101.43,32.82,-31.06,7.15,Colorado City,Dockum,,Texas,US,2,specimens,R. Butler,NA,NA
1081006,98605,Reptilia,Eosuchia,Rauisuchidae,Postosuchus,Postosuchus kirkpatricki,species,Eureptilia,body,terrestrial,Norian,,Carnian,Tuvalian,Desojo and Heckert 2004,Long and Murry,1995,-101.43,32.82,-31.06,7.15,Colorado City,Dockum,,Texas,US,3,specimens,R. Butler,NA,NA
891054,98606,Reptilia,Eosuchia,Parasuchidae,Wannia,Wannia scurriensis,species,Eureptilia,body,terrestrial,Carnian,Norian,Norian,Lacian,Martz et al 2012,Long and Murry,1995,-100.666664,32.783333,-29.92,7.81,Camp Springs,Dockum,,Texas,US,1,specimens,R. Butler,NA,NA
891090,98610,Reptilia,Eosuchia,,Koilamasuchus,Koilamasuchus gonzalezdiazi,species,Eureptilia,body,terrestrial,Ladinian,Carnian,,,,Ezcurra et al.,2010,-68.5,-34.91,-27.11,-40.46,Quebrada de Los Fosiles,Puesto Viejo,,Mendoza,AR,1,individuals,R. Butler,NA,NA
891091,98611,Osteichthyes,Cotylosauria,Trirachodontidae,Langbergia,Langbergia modisei,species,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2006,27.965834,-28.23,-5.14,-50,Burgersdorp,Beaufort,,Free State,ZA,3,specimens,R. Butler,-10.89670204,-64.71540912
1349939,98611,Reptilia,Eosuchia,Erythrosuchidae,Garjainia,Garjainia madiba,species,Eureptilia,body,terrestrial,Olenekian,,Olenekian,Spathian,,Gower et al.,2014,27.965834,-28.23,-5.14,-50,Burgersdorp,Beaufort,,Free State,ZA,1,specimens,R. Butler,-10.89670204,-64.71540912
891092,98612,Osteichthyes,Cotylosauria,Trirachodontidae,Langbergia,Langbergia modisei,species,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2006,27.950001,-28.299999,-5.24,-50.03,Burgersdorp,Beaufort,,Free State,ZA,1,specimens,R. Butler,-11.04285582,-64.7500864
891093,98613,Osteichthyes,Cotylosauria,Trirachodontidae,Langbergia,Langbergia modisei,species,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2006,28.700001,-28.32,-4.6,-50.55,Burgersdorp,Beaufort,,Free State,ZA,2,specimens,R. Butler,-10.06304216,-65.26490472
1349941,98613,Reptilia,Eosuchia,Erythrosuchidae,Garjainia,Garjainia madiba,species,Eureptilia,body,terrestrial,Olenekian,,Olenekian,Spathian,,Gower et al.,2014,28.700001,-28.32,-4.6,-50.55,Burgersdorp,Beaufort,,Free State,ZA,2,specimens,R. Butler,-10.06304216,-65.26490472
1418753,98613,Osteichthyes,Therocephalia,Nothogomphodontidae,Microgomphodon,Microgomphodon oligocynus,species,,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2013,28.700001,-28.32,-4.6,-50.55,Burgersdorp,Beaufort,,Free State,ZA,NA,,B. Allen,-10.06304216,-65.26490472
891094,98614,Osteichthyes,Cotylosauria,Trirachodontidae,Langbergia,Langbergia modisei,species,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2006,28.299999,-28.200001,-4.81,-50.2,Burgersdorp,Beaufort,,Free State,ZA,1,specimens,R. Butler,-10.39326761,-64.91966429
891095,98615,Osteichthyes,Cotylosauria,Trirachodontidae,Langbergia,Langbergia modisei,species,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2006,27.43,-28.67,-6.14,-49.92,Burgersdorp,Beaufort,,Free State,ZA,1,individuals,R. Butler,-12.392214,-64.63564033
891096,98616,Osteichthyes,Cotylosauria,Trirachodontidae,Langbergia,Langbergia modisei,species,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2006,27.620001,-28.32,-5.56,-49.82,Burgersdorp,Beaufort,,Free State,ZA,2,individuals,R. Butler,-11.51591564,-64.54086659
1349940,98616,Reptilia,Eosuchia,Erythrosuchidae,Garjainia,Garjainia madiba,species,Eureptilia,body,terrestrial,Olenekian,,Olenekian,Spathian,,Gower et al.,2014,27.620001,-28.32,-5.56,-49.82,Burgersdorp,Beaufort,,Free State,ZA,1,specimens,R. Butler,-11.51591564,-64.54086659
891097,98617,Osteichthyes,Cotylosauria,Trirachodontidae,Langbergia,Langbergia modisei,species,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2006,27.959999,-28.181944,-5.09,-49.96,Burgersdorp,Beaufort,,Free State,ZA,1,specimens,R. Butler,-10.81892085,-64.68032746
1142839,98617,Osteichthyes,Temnospondyli,Mastodonsauridae,Kestrosaurus,Kestrosaurus,genus,Temnospondyli,body,terrestrial,Olenekian,,Olenekian,Spathian,,Shishkin et al.,2004,27.959999,-28.181944,-5.09,-49.96,Burgersdorp,Beaufort,,Free State,ZA,1,specimens,R. Butler,-10.81892085,-64.68032746
1142840,98617,Osteichthyes,Temnospondyli,Mastodonsauridae,Kestrosaurus,Kestrosaurus kitchingi,species,Temnospondyli,body,terrestrial,Olenekian,,Olenekian,Spathian,,Shishkin et al.,2004,27.959999,-28.181944,-5.09,-49.96,Burgersdorp,Beaufort,,Free State,ZA,8,specimens,R. Butler,-10.81892085,-64.68032746
1142841,98617,Reptilia,,,Palacrodon,Palacrodon browni,species,Eureptilia,body,terrestrial,Olenekian,,Olenekian,Spathian,,Gow,1999,27.959999,-28.181944,-5.09,-49.96,Burgersdorp,Beaufort,,Free State,ZA,1,specimens,R. Butler,-10.81892085,-64.68032746
1142843,98617,Reptilia,,Procolophonidae,,Procolophonidae,family,Parareptilia,body,terrestrial,Olenekian,,Olenekian,Spathian,,Damiani and Jeannot,2002,27.959999,-28.181944,-5.09,-49.96,Burgersdorp,Beaufort,,Free State,ZA,NA,,R. Butler,-10.81892085,-64.68032746
1142844,98617,Osteichthyes,Temnospondyli,Brachyopidae,Bathignathus,Bathignathus poikilops,species,Temnospondyli,body,terrestrial,Olenekian,,Olenekian,Spathian,,Damiani and Jeannot,2002,27.959999,-28.181944,-5.09,-49.96,Burgersdorp,Beaufort,,Free State,ZA,1,individuals,R. Butler,-10.81892085,-64.68032746
1142845,98617,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Olenekian,,Olenekian,Spathian,,Damiani and Jeannot,2002,27.959999,-28.181944,-5.09,-49.96,Burgersdorp,Beaufort,,Free State,ZA,NA,,R. Butler,-10.81892085,-64.68032746
1349935,98617,Reptilia,Eosuchia,Erythrosuchidae,Garjainia,Garjainia madiba,species,Eureptilia,body,terrestrial,Olenekian,,Olenekian,Spathian,,Gower et al.,2014,27.959999,-28.181944,-5.09,-49.96,Burgersdorp,Beaufort,,Free State,ZA,NA,,R. Butler,-10.81892085,-64.68032746
1349945,98617,Osteichthyes,Cotylosauria,,,Eucynodontia,infraorder,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,,Gaetano et al.,2012,27.959999,-28.181944,-5.09,-49.96,Burgersdorp,Beaufort,,Free State,ZA,5,specimens,R. Butler,-10.81892085,-64.68032746
891098,98618,Osteichthyes,Cotylosauria,Trirachodontidae,Langbergia,Langbergia modisei,species,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2006,26.84,-30.42,-8.77,-50.62,Burgersdorp,Beaufort,,Free State,ZA,1,individuals,R. Butler,-16.4089358,-65.29786821
1143559,98618,Osteichthyes,Temnospondyli,Mastodonsauridae,Kestrosaurus,Kestrosaurus dreyeri,species,Temnospondyli,body,terrestrial,Olenekian,,Olenekian,Spathian,,Broili and SchrÃƒÂ¶der,1937,26.84,-30.42,-8.77,-50.62,Burgersdorp,Beaufort,,Free State,ZA,1,individuals,R. Butler,-16.4089358,-65.29786821
1418751,98618,Osteichthyes,Therocephalia,Nothogomphodontidae,Microgomphodon,Microgomphodon oligocynus,species,,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2013,26.84,-30.42,-8.77,-50.62,Burgersdorp,Beaufort,,Free State,ZA,NA,,B. Allen,-16.4089358,-65.29786821
891099,98619,Osteichthyes,Cotylosauria,Trirachodontidae,Langbergia,Langbergia modisei,species,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2006,26.84,-30.42,-8.77,-50.62,Burgersdorp,Beaufort,,Free State,ZA,1,individuals,R. Butler,-16.4089358,-65.29786821
891100,98620,Osteichthyes,Cotylosauria,Trirachodontidae,Langbergia,Langbergia modisei,species,Synapsida,body,terrestrial,Olenekian,,Olenekian,Spathian,,Abdala et al.,2006,26.25,-32.009998,-11.26,-51.18,Burgersdorp,Beaufort,,Eastern Cape,ZA,1,individuals,R. Butler,-20.2672517,-65.77863423
891101,98621,Osteichthyes,Cotylosauria,,Ecteninion,Ecteninion lunensis,species,Synapsida,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,Martinez et al 2011,Martinez et al.,1996,-68.040001,-30.18,-24.45,-39.32,Ischigualasto,,Cancha de Bochas,San Juan,AR,1,individuals,R. Butler,NA,NA
891102,98623,Osteichthyes,Cotylosauria,,Trucidocynodon,Trucidocynodon riograndensis,species,Synapsida,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,,Oliveira et al.,2010,-53.292778,-29.679167,-8.46,-38.64,Santa Maria,RosÃƒÂ¡rio do Sul,Alemoa,Rio Grande do Sul,BR,1,individuals,R. Butler,NA,NA
1071601,98623,Saurischia,,,Pampadromaeus,Pampadromaeus barberenai,species,Eureptilia,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,,Cabreira et al.,2011,-53.292778,-29.679167,-8.46,-38.64,Santa Maria,RosÃƒÂ¡rio do Sul,Alemoa,Rio Grande do Sul,BR,1,individuals,M. Carrano,NA,NA
1071624,98623,Osteichthyes,Cotylosauria,Traversodontidae,Exaeretodon,Exaeretodon riograndensis,species,Synapsida,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,,de Oliveira et al.,2007,-53.292778,-29.679167,-8.46,-38.64,Santa Maria,RosÃƒÂ¡rio do Sul,Alemoa,Rio Grande do Sul,BR,1,individuals,M. Carrano,NA,NA
1071625,98623,Reptilia,Rhynchosauria,Rhynchosauridae,Hyperodapedon,Hyperodapedon,genus,Eureptilia,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,,Cabreira et al.,2011,-53.292778,-29.679167,-8.46,-38.64,Santa Maria,RosÃƒÂ¡rio do Sul,Alemoa,Rio Grande do Sul,BR,NA,,M. Carrano,NA,NA
1308716,98623,Reptilia,Eosuchia,,,Dinosauria,unranked clade,Eureptilia,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,,Pretto et al.,2015,-53.292778,-29.679167,-8.46,-38.64,Santa Maria,RosÃƒÂ¡rio do Sul,Alemoa,Rio Grande do Sul,BR,1,individuals,R. Butler,NA,NA
1308717,98623,Reptilia,Eosuchia,,,Dinosauriformes,unranked clade,Eureptilia,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,,MÃƒÂ¼ller et al.,2014,-53.292778,-29.679167,-8.46,-38.64,Santa Maria,RosÃƒÂ¡rio do Sul,Alemoa,Rio Grande do Sul,BR,1,specimens,R. Butler,NA,NA
1308718,98623,Saurischia,,,Pampadromaeus,Pampadromaeus barberenai,species,Eureptilia,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,,MÃƒÂ¼ller et al.,2015,-53.292778,-29.679167,-8.46,-38.64,Santa Maria,RosÃƒÂ¡rio do Sul,Alemoa,Rio Grande do Sul,BR,1,specimens,R. Butler,NA,NA
1403127,98623,Saurischia,,,Bagualosaurus,Bagualosaurus agudoensis,species,,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,,Pretto et al.,2018,-53.292778,-29.679167,-8.46,-38.64,Santa Maria,RosÃƒÂ¡rio do Sul,Alemoa,Rio Grande do Sul,BR,1,specimens,E. Dunne,NA,NA
891104,98624,Osteichthyes,Cotylosauria,Lystrosauridae,Lystrosaurus,Lystrosaurus murrayi,species,Synapsida,body,terrestrial,Induan,Smithian,,,,Tripathi,1961,86.974998,23.633333,47.83,-49.14,Panchet,,,West Bengal,IN,2,elements,R. Butler,NA,NA
1087526,98624,Osteichthyes,Temnospondyli,,Indobrachyops,Indobrachyops panchetensis,species,Temnospondyli,body,terrestrial,Induan,Smithian,,,,Huene and Sahni,1958,86.974998,23.633333,47.83,-49.14,Panchet,,,West Bengal,IN,1,individuals,R. Butler,NA,NA
891105,98625,Reptilia,Rhynchosauria,Rhynchosauridae,Hyperodapedon,Hyperodapedon stockleyi,species,Eureptilia,body,terrestrial,Carnian,Norian,,,,Boonstra,1953,37.330002,-11.04,28.8,-39.73,,,,Ruvuma,TZ,1,specimens,R. Butler,NA,NA
891106,98625,Reptilia,Rhynchosauria,Rhynchosauridae,,Hyperodapedontinae,unranked clade,Eureptilia,body,terrestrial,Carnian,Norian,,,,Boonstra,1953,37.330002,-11.04,28.8,-39.73,,,,Ruvuma,TZ,1,specimens,R. Butler,NA,NA
891115,98627,Reptilia,Rhynchocephalia,,Polysphenodon,Polysphenodon muelleri,species,Eureptilia,body,terrestrial,Carnian,Norian,,,,Fraser and Benton,1989,10.72,52.419998,21.97,32.73,,Keuper,,Niedersachsen,DE,1,individuals,R. Butler,NA,NA
891116,98628,Osteichthyes,Cotylosauria,Traversodontidae,Exaeretodon,Exaeretodon statisticae,species,Synapsida,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,,Chatterjee,1982,79.666664,19.166668,45.06,-37.57,Maleri,Gondwana,Lower,Andhra Pradesh,IN,2,specimens,R. Butler,NA,NA
930894,98628,Reptilia,Eosuchia,Parasuchidae,Parasuchus,Parasuchus hislopi,species,Eureptilia,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,,Chatterjee,1978,79.666664,19.166668,45.06,-37.57,Maleri,Gondwana,Lower,Andhra Pradesh,IN,2,individuals,R. Butler,NA,NA
1089192,98628,Reptilia,Rhynchosauria,Rhynchosauridae,Hyperodapedon,Hyperodapedon huxleyi,species,Eureptilia,body,terrestrial,Carnian,Norian,Carnian,Tuvalian,,Chatterjee,1974,79.666664,19.166668,45.06,-37.57,Maleri,Gondwana,Lower,Andhra Pradesh,IN,3,individuals,R. Butler,NA,NA
892336,98691,Reptilia,Eosauropterygia,Pachypleurosauridae,Keichousaurus,Keichousaurus hui,species,Eureptilia,body,marine,Ladinian,,Ladinian,,,Young,1958,105.014999,25.195,108.48,-7.89,Falang,,,Guizhou,CN,15,individuals,H. Street,93.26913033,20.54992716
899638,98691,Reptilia,Eosauropterygia,Nothosauridae,Nothosaurus,Nothosaurus,genus,Eureptilia,body,marine,Ladinian,,Ladinian,,,Young,1965,105.014999,25.195,108.48,-7.89,Falang,,,Guizhou,CN,1,individuals,H. Street,93.26913033,20.54992716
892977,98851,Reptilia,Eosauropterygia,Nothosauridae,Lariosaurus,Lariosaurus xingyiensis,species,Eureptilia,body,marine,Ladinian,,Ladinian,Longobardian,Benton et al. 2013,Li et al.,2002,104.883331,25.083332,108.36,-8,Falang,,Zhuganpo,Guizhou,CN,1,individuals,H. Street,93.19016398,20.40430801
1418911,98851,Reptilia,Eosauropterygia,Nothosauridae,Nothosaurus,Nothosaurus youngi,species,Eureptilia,body,marine,Ladinian,,Ladinian,Longobardian,Benton et al. 2013,Lu et al.,2018,104.883331,25.083332,108.36,-8,Falang,,Zhuganpo,Guizhou,CN,NA,,B. Allen,93.19016398,20.40430801
893426,98905,Saurischia,,Herrerasauridae,Sanjuansaurus,Sanjuansaurus gordilloi,species,Eureptilia,body,terrestrial,Carnian,,Carnian,Tuvalian,Martinez et al 2011,Alcober and MartÃƒÂ­nez,2010,-67.897858,-30.119198,-26.41,-36.29,Ischigualasto,,La PeÃƒÂ±a,San Juan,AR,1,individuals,M. Carrano,NA,NA
893427,98906,Reptilia,Eosauropterygia,Nothosauridae,Nothosaurus,Nothosaurus rostellatus,species,Eureptilia,body,marine,Anisian,,Anisian,Pelsonian-Illyrian,Benton et al. 2013,Shang,2006,104.449997,25.700001,106.92,-10.43,Guanling,,II,Guizhou,CN,2,individuals,H. Street,93.92206864,15.06669981
893428,98907,Reptilia,Thalattosauria,Askeptosauridae,Anshunsaurus,Anshunsaurus wushaensis,species,Eureptilia,body,marine,Longobardian,,Ladinian,Longobardian,,Rieppel et al.,2006,104.745003,25.132999,108.49,-6.72,Falang,,Zhuganpo,Guizhou,CN,2,individuals,H. Street,93.04646097,20.40833195
1415537,98907,Reptilia,Thalattosauria,Askeptosauridae,Anshunsaurus,Anshunsaurus huangnihensis,species,Eureptilia,body,marine,Longobardian,,Ladinian,Longobardian,,Cheng et al.,2011,104.745003,25.132999,108.49,-6.72,Falang,,Zhuganpo,Guizhou,CN,NA,,B. Allen,93.04646097,20.40833195
1415694,98907,Reptilia,Eosauropterygia,,Wangosaurus,Wangosaurus brevirostris,species,,body,marine,Longobardian,,Ladinian,Longobardian,,Ma et al.,2015,104.745003,25.132999,108.49,-6.72,Falang,,Zhuganpo,Guizhou,CN,NA,,B. Allen,93.04646097,20.40833195
1418476,98907,Reptilia,Ichthyosauria,Toretocnemidae,Qianichthyosaurus,Qianichthyosaurus xingyiensis,species,,body,marine,Longobardian,,Ladinian,Longobardian,,Yang et al.,2013,104.745003,25.132999,108.49,-6.72,Falang,,Zhuganpo,Guizhou,CN,NA,,B. Allen,93.04646097,20.40833195
1418652,98907,Reptilia,Eosuchia,Tanystropheidae,Macrocnemus,Macrocnemus fuyuanensis,species,,body,terrestrial,Longobardian,,Ladinian,Longobardian,,Zhang et al.,2010,104.745003,25.132999,108.49,-6.72,Falang,,Zhuganpo,Guizhou,CN,NA,,B. Allen,93.04646097,20.40833195
893430,98908,Reptilia,Ichthyosauria,Shonisauridae,Guizhouichthyosaurus,Guizhouichthyosaurus tangae,species,Eureptilia,body,marine,Carnian,,Carnian,Julian,,Shang and Li,2009,105.616669,25.866667,111.02,2.04,Xiaowa,,,Guizhou,CN,1,individuals,H. Street,NA,NA
1135822,98908,Reptilia,Ichthyosauria,Californosauridae,Callawayia,Callawayia wolonggangense,species,Eureptilia,body,marine,Carnian,,Carnian,Julian,,Chen et al.,2007,105.616669,25.866667,111.02,2.04,Xiaowa,,,Guizhou,CN,NA,,J. Tennant,NA,NA
895251,99230,Osteichthyes,Temnospondyli,Plagiosauridae,,Plagiosterninae,subfamily,Temnospondyli,body,terrestrial,Induan,Olenekian,,,,Dias-da-Silva and Milner,2009,-53.900555,-29.716667,-15.4,-34.62,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,1,specimens,R. Butler,NA,NA
895253,99231,Osteichthyes,Temnospondyli,Rhytidosteidae,Sangaia,Sangaia lavinai,species,Temnospondyli,body,terrestrial,Induan,Olenekian,,,,Dias-da-Silva et al.,2006,-52.918999,-30.011999,-14.4,-35.01,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,2,specimens,R. Butler,NA,NA
895254,99232,Osteichthyes,Temnospondyli,,,Temnospondyli,unranked clade,Temnospondyli,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
895255,99232,Reptilia,,Procolophonidae,Procolophon,Procolophon trigoniceps,species,Parareptilia,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
895256,99232,Osteichthyes,Cotylosauria,,,Cynodontia,infraorder,Synapsida,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
895257,99232,Reptilia,Eosuchia,,,Archosauromorpha,unranked clade,Eureptilia,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,1,specimens,R. Butler,NA,NA
895258,99232,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
895259,99233,Osteichthyes,Temnospondyli,,,Temnospondyli,unranked clade,Temnospondyli,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
895260,99233,Reptilia,,Procolophonidae,Procolophon,Procolophon trigoniceps,species,Parareptilia,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
895261,99233,Osteichthyes,Cotylosauria,,,Cynodontia,infraorder,Synapsida,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
895262,99233,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
895263,99234,Osteichthyes,Temnospondyli,,,Temnospondyli,unranked clade,Temnospondyli,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
895264,99234,Reptilia,,Procolophonidae,Procolophon,Procolophon trigoniceps,species,Parareptilia,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
895265,99234,Reptilia,,,,Procolophonoidea,superfamily,Parareptilia,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,1,specimens,R. Butler,NA,NA
895266,99234,Osteichthyes,Cotylosauria,,,Cynodontia,infraorder,Synapsida,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
895267,99234,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Induan,Olenekian,,,,da-Rosa et al.,2009,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,NA,,R. Butler,NA,NA
1347612,99234,Reptilia,Eosuchia,,Teyujagua,Teyujagua paradoxa,species,Eureptilia,body,terrestrial,Induan,Olenekian,,,,Pinheiro et al.,2016,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,1,individuals,R. Butler,NA,NA
1396073,99234,Osteichthyes,Temnospondyli,,Tomeia,Tomeia witecki,species,,body,terrestrial,Induan,Olenekian,,,,Eltink et al.,2017,-55.052776,-29.615557,-16.59,-34.41,Sanga do Cabral,Rosario do Sul,,Rio Grande do Sul,BR,1,specimens,G. Lloyd,NA,NA
895296,99237,Osteichthyes,Cotylosauria,Traversodontidae,Protuberum,Protuberum cabralensis,species,Synapsida,body,terrestrial,Ladinian,,Ladinian,Longobardian,Martinelli et al 2017,Reichel et al.,2009,-53.229721,-29.720833,-12.11,-35.25,Santa Maria,Rosario do Sul,,Rio Grande do Sul,BR,7,specimens,R. Butler,-16.78556092,-46.42933433
