occurrence_no,collection_no,class,order,family,genus,accepted_name,accepted_rank,coarse_assignment,pres_mode,taxon_environment,early_interval,late_interval,stage_assignment,substage_assignment,citation,ref_author,ref_pubyr,lng,lat,paleolng,paleolat,formation,stratgroup,member,state,cc,abund_value,abund_unit,enterer,Longitude,Latitude
479551,47802,Saurischia,,,,Prosauropoda,unranked clade,Eureptilia,body,terrestrial,Sevatian,,Norian,Sevatian,,RÃƒÂ¼timeyer,1856,7.7333,47.466702,19.07,31.82,Knollenmergel,Keuper,,Basel-Landschaft,CH,2,individuals,M. Carrano,NA,NA
479552,47802,Saurischia,,Plateosauridae,,Plateosauridae,family,Eureptilia,body,terrestrial,Sevatian,,Norian,Sevatian,,Huene,1911,7.7333,47.466702,19.07,31.82,Knollenmergel,Keuper,,Basel-Landschaft,CH,12,specimens,M. Carrano,NA,NA
479554,47802,Reptilia,Eosuchia,,,Phytosauria,unranked clade,Eureptilia,body,terrestrial,Sevatian,,Norian,Sevatian,,Huene,1911,7.7333,47.466702,19.07,31.82,Knollenmergel,Keuper,,Basel-Landschaft,CH,NA,,M. Carrano,NA,NA
479555,47802,Reptilia,Sauropterygia,,,Plesiosauria,unranked clade,Eureptilia,body,marine,Sevatian,,Norian,Sevatian,,Huene,1911,7.7333,47.466702,19.07,31.82,Knollenmergel,Keuper,,Basel-Landschaft,CH,1,specimens,M. Carrano,NA,NA
479556,47802,Reptilia,Placodontia,,,Placodontia,order,Eureptilia,body,marine,Sevatian,,Norian,Sevatian,,Huene,1911,7.7333,47.466702,19.07,31.82,Knollenmergel,Keuper,,Basel-Landschaft,CH,4,specimens,M. Carrano,NA,NA
479557,47802,Osteichthyes,Temnospondyli,,,Temnospondyli,unranked clade,Temnospondyli,body,terrestrial,Sevatian,,Norian,Sevatian,,Huene,1911,7.7333,47.466702,19.07,31.82,Knollenmergel,Keuper,,Basel-Landschaft,CH,2,specimens,M. Carrano,NA,NA
483857,48421,Osteichthyes,Temnospondyli,Metoposauridae,Apachesaurus,Apachesaurus gregorii,species,Temnospondyli,body,terrestrial,Norian,,Norian,Sevatian,,Murry and Long,1989,-109.82972,35.046112,-37.62,10.54,Petrified Forest,Chinle,,Arizona,US,1,elements,M. Carrano,NA,NA
483859,48421,Reptilia,Eosuchia,Stagonolepididae,Typothorax,Typothorax coccinarum,species,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,,Murry and Long,1989,-109.82972,35.046112,-37.62,10.54,Petrified Forest,Chinle,,Arizona,US,1,elements,M. Carrano,NA,NA
483860,48421,Reptilia,,,,Reptilia,class,stem_Tetrapoda,body,terrestrial,Norian,,Norian,Sevatian,,Murry and Long,1989,-109.82972,35.046112,-37.62,10.54,Petrified Forest,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
842059,48421,Reptilia,Eosuchia,Parasuchidae,,Mystriosuchini,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Sevatian,,Long and Murry,1995,-109.82972,35.046112,-37.62,10.54,Petrified Forest,Chinle,,Arizona,US,3,elements,R. Butler,NA,NA
483883,48424,Reptilia,,Procolophonidae,,Procolophonidae,family,Parareptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,2,specimens,M. Carrano,NA,NA
483884,48424,Reptilia,Eosuchia,,Trilophosaurus,Trilophosaurus buettneri,species,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,2,specimens,M. Carrano,NA,NA
483885,48424,Reptilia,Rhynchocephalia,,,Sphenodontia,suborder,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,2,specimens,M. Carrano,NA,NA
483886,48424,Osteichthyes,Cotylosauria,Dromatheriidae,Rewaconodon,Rewaconodon tikiensis,species,Synapsida,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,3,specimens,M. Carrano,NA,NA
483887,48424,Reptilia,Eosuchia,,,Lepidosauria,superorder,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Murry,1989,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
483888,48424,Osteichthyes,Cotylosauria,,,Cynodontia,infraorder,Synapsida,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,4,specimens,M. Carrano,NA,NA
483889,48424,Reptilia,Eosuchia,,,Suchia,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Murry,1989,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,3,specimens,M. Carrano,NA,NA
483890,48424,Ornithischia,,,,Ornithischia,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,6,specimens,M. Carrano,NA,NA
483891,48424,Saurischia,,,,Theropoda,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,7,specimens,M. Carrano,NA,NA
572646,48424,Osteichthyes,Temnospondyli,,,Temnospondyli,unranked clade,Temnospondyli,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,9,specimens,M. Carrano,NA,NA
572647,48424,Osteichthyes,Temnospondyli,Metoposauridae,,Metoposauridae,family,Temnospondyli,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,13,specimens,M. Carrano,NA,NA
572648,48424,Reptilia,,,,Reptilia,class,stem_Tetrapoda,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,15,specimens,M. Carrano,NA,NA
572649,48424,Osteichthyes,Cotylosauria,Tritheledontidae,,Tritheledontidae,family,Synapsida,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
572650,48424,Reptilia,Rhynchocephalia,Sphenodontidae,Paleollanosaurus,Paleollanosaurus fraseri,species,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
572651,48424,Reptilia,Eosuchia,,Trilophosaurus,Trilophosaurus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,2,specimens,M. Carrano,NA,NA
572652,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,2,specimens,M. Carrano,NA,NA
572653,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,4,specimens,M. Carrano,NA,NA
572654,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,3,specimens,M. Carrano,NA,NA
572655,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,3,specimens,M. Carrano,NA,NA
572656,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,3,specimens,M. Carrano,NA,NA
572657,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
572658,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
572659,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,4,specimens,M. Carrano,NA,NA
572660,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,2,specimens,M. Carrano,NA,NA
572661,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,2,specimens,M. Carrano,NA,NA
572662,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,3,specimens,M. Carrano,NA,NA
572663,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,2,specimens,M. Carrano,NA,NA
572664,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,5,specimens,M. Carrano,NA,NA
572665,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,11,specimens,M. Carrano,NA,NA
572666,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,5,specimens,M. Carrano,NA,NA
572667,48424,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,10,specimens,M. Carrano,NA,NA
572668,48424,Reptilia,Eosuchia,Parasuchidae,,Mystriosuchinae,subfamily,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,14,specimens,M. Carrano,NA,NA
572669,48424,Reptilia,Eosuchia,Parasuchidae,,Mystriosuchinae,subfamily,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,12,specimens,M. Carrano,NA,NA
572670,48424,Reptilia,Eosuchia,Stagonolepididae,,Stagonolepididae,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
572671,48424,Reptilia,Eosuchia,Stagonolepididae,,Stagonolepididae,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,3,specimens,M. Carrano,NA,NA
572672,48424,Saurischia,,,,Prosauropoda,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,2,specimens,M. Carrano,NA,NA
572673,48424,Reptilia,Eosuchia,,Protecovasaurus,Protecovasaurus lucasi,species,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,7,specimens,M. Carrano,NA,NA
572674,48424,Reptilia,Eosuchia,,Protecovasaurus,Protecovasaurus lucasi,species,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,3,specimens,M. Carrano,NA,NA
572675,48424,Reptilia,Eosuchia,,Crosbysaurus,Crosbysaurus harrisae,species,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,6,specimens,M. Carrano,NA,NA
572676,48424,Reptilia,Eosuchia,,Crosbysaurus,Crosbysaurus harrisae,species,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
572677,48424,Reptilia,Eosuchia,,Revueltosaurus,Revueltosaurus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
572678,48424,Reptilia,Eosuchia,,Tecovasaurus,Tecovasaurus,genus,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
755358,48424,Osteichthyes,,,,Tetrapoda,unranked clade,,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,3,specimens,M. Carrano,NA,NA
755359,48424,Ornithischia,,,,Ornithischia,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,13,specimens,M. Carrano,NA,NA
755360,48424,Reptilia,Eosuchia,,,Prolacertiformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Martz et al 2012,Heckert,2004,-101.168892,33.449165,-30.75,7.74,Tecovas,Dockum,,Texas,US,1,specimens,M. Carrano,NA,NA
484390,48459,Saurischia,,Eubrontidae,Grallator (Eubrontes),Grallator (Eubrontes),subgenus,Eureptilia,trace,terrestrial,Carnian,,Carnian,,,Raath,1996,28.274721,-30.97611,-0.91,-53.17,Molteno,Stormberg,,Eastern Cape,ZA,NA,,M. Carrano,NA,NA
484408,48460,Reptilia,Rhynchosauria,Rhynchosauridae,Hyperodapedon,Hyperodapedon,genus,Eureptilia,body,terrestrial,Carnian,,Carnian,,,Raath et al.,1992,30.333332,-16.233334,14.39,-42.36,Pebbly Arkose,Karoo,,Mashonaland Central,ZW,NA,,M. Carrano,NA,NA
484409,48460,Saurischia,,,Saturnalia,Saturnalia,genus,Eureptilia,body,terrestrial,Carnian,,Carnian,,,Langer et al.,1999,30.333332,-16.233334,14.39,-42.36,Pebbly Arkose,Karoo,,Mashonaland Central,ZW,1,specimens,R. Butler,NA,NA
484673,48516,Reptilia,Eosuchia,,Revueltosaurus,Revueltosaurus callenderi,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,1989,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,32,elements,M. Carrano,NA,NA
778904,48516,Reptilia,Eosuchia,Rauisuchidae,,Rauisuchidae,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,12,specimens,M. Carrano,NA,NA
778905,48516,Reptilia,Eosuchia,Stagonolepididae,Typothorax,Typothorax coccinarum,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,18,specimens,M. Carrano,NA,NA
778906,48516,Reptilia,Eosuchia,,,Crocodylomorpha,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,6,specimens,M. Carrano,NA,NA
778907,48516,Reptilia,Eosuchia,,,Crocodylotarsi,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,25,specimens,M. Carrano,NA,NA
778908,48516,Reptilia,Eosuchia,,,Archosauria,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Nesbitt et al.,2007,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,2,specimens,R. Butler,NA,NA
778909,48516,Reptilia,Eosuchia,,,Archosauria,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Nesbitt et al.,2007,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,16,specimens,R. Butler,NA,NA
785830,48516,Reptilia,,,Proganochelys,Proganochelys tenertesta,species,Parareptilia,body,terrestrial,Norian,,Norian,,,Joyce et al.,2009,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,1,specimens,M. Carrano,NA,NA
853403,48516,Osteichthyes,Temnospondyli,Metoposauridae,Apachesaurus,Apachesaurus gregorii,species,Temnospondyli,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,7,specimens,R. Butler,NA,NA
853404,48516,Osteichthyes,Temnospondyli,Metoposauridae,Apachesaurus,Apachesaurus,genus,Temnospondyli,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,8,specimens,R. Butler,NA,NA
853405,48516,Reptilia,Squamata,,,Squamata,order,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,1,specimens,R. Butler,NA,NA
853406,48516,Reptilia,Rhynchosauria,Rhynchosauridae,,Rhynchosauridae,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,2,specimens,R. Butler,NA,NA
853407,48516,Reptilia,Eosuchia,Parasuchidae,Machaeroprosopus,Machaeroprosopus,genus,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,1,specimens,R. Butler,NA,NA
853408,48516,Reptilia,Eosuchia,Parasuchidae,,Parasuchidae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,17,specimens,R. Butler,NA,NA
853409,48516,Reptilia,Eosuchia,Parasuchidae,,Parasuchidae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,1,specimens,R. Butler,NA,NA
853410,48516,Reptilia,Eosuchia,Stagonolepididae,,Stagonolepididae,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,1,specimens,R. Butler,NA,NA
853411,48516,Reptilia,Eosuchia,Shuvosauridae,Shuvosaurus,Shuvosaurus inexpectatus,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,4,specimens,R. Butler,NA,NA
853412,48516,Reptilia,Eosuchia,Sphenosuchidae,,Sphenosuchidae,family,Eureptilia,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,1,specimens,R. Butler,NA,NA
853413,48516,Reptilia,Eosuchia,,,Archosauria,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Nesbitt et al.,2007,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,3,specimens,R. Butler,NA,NA
853414,48516,Reptilia,,,,Reptilia,class,stem_Tetrapoda,body,terrestrial,Norian,,Norian,,,Hunt,2001,-103.379997,35.365276,-32.29,9.9,Bull Canyon,Dockum,,New Mexico,US,158,specimens,R. Butler,NA,NA
484986,48546,Saurischia,,Herrerasauridae,Chindesaurus,Chindesaurus bryansmalli,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Long and Murry,1995,-109.794441,35.087502,-37.58,10.57,Petrified Forest,Chinle,,Arizona,US,2,individuals,M. Carrano,NA,NA
484987,48546,Reptilia,Eosuchia,Shuvosauridae,Shuvosaurus,Shuvosaurus inexpectatus,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Long and Murry,1995,-109.794441,35.087502,-37.58,10.57,Petrified Forest,Chinle,,Arizona,US,1,individuals,M. Carrano,NA,NA
517578,48546,Reptilia,Eosuchia,Stagonolepididae,Typothorax,Typothorax coccinarum,species,Eureptilia,body,terrestrial,Norian,,Norian,,,Long and Murry,1995,-109.794441,35.087502,-37.58,10.57,Petrified Forest,Chinle,,Arizona,US,1,elements,M. Carrano,NA,NA
517579,48546,Osteichthyes,Temnospondyli,Metoposauridae,Apachesaurus,Apachesaurus gregorii,species,Temnospondyli,body,terrestrial,Norian,,Norian,,,Long and Murry,1995,-109.794441,35.087502,-37.58,10.57,Petrified Forest,Chinle,,Arizona,US,1,specimens,M. Carrano,NA,NA
517580,48546,Reptilia,Eosuchia,Parasuchidae,,Mystriosuchini,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,,,Long and Murry,1995,-109.794441,35.087502,-37.58,10.57,Petrified Forest,Chinle,,Arizona,US,1,elements,M. Carrano,NA,NA
517581,48546,Reptilia,,,,Reptilia,class,stem_Tetrapoda,body,terrestrial,Norian,,Norian,,,Long and Murry,1995,-109.794441,35.087502,-37.58,10.57,Petrified Forest,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
484990,48547,Saurischia,,,,Theropoda,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Therrien and Fastovsky,2000,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,1,individuals,M. Carrano,NA,NA
484991,48547,Osteichthyes,Temnospondyli,Metoposauridae,,Metoposauridae,family,Temnospondyli,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Therrien and Fastovsky,2000,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,7,specimens,M. Carrano,NA,NA
484992,48547,Reptilia,Eosuchia,Parasuchidae,,Mystriosuchinae,subfamily,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Therrien and Fastovsky,2000,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,8,specimens,M. Carrano,NA,NA
484993,48547,Ornithischia,,,,Ornithischia,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Therrien and Fastovsky,2000,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,2,specimens,M. Carrano,NA,NA
484994,48547,Reptilia,Eosuchia,,,Crocodylomorpha,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Therrien and Fastovsky,2000,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
572536,48547,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,3,specimens,M. Carrano,NA,NA
572543,48547,Osteichthyes,Temnospondyli,Metoposauridae,Koskinonodon,Koskinonodon perfectus,species,Temnospondyli,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
572544,48547,Osteichthyes,Temnospondyli,Metoposauridae,Apachesaurus,Apachesaurus gregorii,species,Temnospondyli,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Long and Murry,1995,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,NA,,M. Carrano,NA,NA
572545,48547,Reptilia,,,,Reptilia,class,stem_Tetrapoda,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,8,specimens,M. Carrano,NA,NA
572546,48547,Reptilia,Eosuchia,,Trilophosaurus,Trilophosaurus buettneri,species,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Murry,1989,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,3,specimens,M. Carrano,NA,NA
572547,48547,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,1,specimens,M. Carrano,NA,NA
572548,48547,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,1,specimens,M. Carrano,NA,NA
572549,48547,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,1,specimens,M. Carrano,NA,NA
572550,48547,Reptilia,Eosuchia,,,Archosauriformes,unranked clade,Eureptilia,body,terrestrial,Norian,,Norian,Lacian,Trendell et al 2013,Heckert,2004,-109.765282,34.943333,-37.59,10.43,Blue Mesa,Chinle,,Arizona,US,2,specimens,M. Carrano,NA,NA
